noites,antecedencia_dias,num_hospedes,fim_semana,feriado,evento_cidade,foi_spa,num_massagens,pediu_room_service,num_vezes_room_service,late_checkout,estacionamento,transfer_aeroporto,consumo_minibar,consumo_bar_hotel,gasto_spa,rating_limpeza,rating_staff,rating_localizacao,rating_geral,fez_reclamacao,preco_quarto_noite,gasto_quarto_total,gasto_extras_total,desconto_aplicado,reserva_antecipada,reserva_ultimo_minuto,cliente_frequente,tipo_quarto_Familiar,tipo_quarto_Standard,tipo_quarto_Suite,tipo_quarto_Superior,motivo_viagem_Business,motivo_viagem_Evento,motivo_viagem_Lazer,canal_reserva_Agencia,canal_reserva_Booking,canal_reserva_Direto,canal_reserva_Expedia,regime_Meia_Pensao,regime_Pequeno_Almoco,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,epoca_Alta,epoca_Baixa,epoca_Media
-0.7144864225387695,3.4781072243427364,-0.4547333424526802,False,False,False,False,-0.8449600786102605,False,-0.6238623224269411,True,False,False,-0.7446127974978306,0.37930533597745536,-0.8158839249626236,-0.5644505617329613,-0.847418592741401,1.2812126120600444,-0.1843949723755427,False,-0.7865317972502236,-0.8063478737023143,-1.0063252484057388,-0.3909910698679282,1,0,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.2333080379138859,0.23549066897779372,0.6573313011621448,False,False,False,False,-0.8449600786102605,False,-0.6238623224269411,True,True,False,-0.7446127974978306,-0.6757655943220152,-0.8158839249626236,0.9374740098835307,-0.847418592741401,1.2812126120600444,-0.1843949723755427,False,0.9637187422970142,1.8602735311350316,-0.8098002738069776,1.5509569945030206,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.22753780742560567,-1.0545825842319148,1.7693959447769696,False,False,False,False,-0.8449600786102605,False,-0.6238623224269411,False,True,True,2.160166427092604,-0.6757655943220152,-0.8158839249626236,0.9374740098835307,-0.847418592741401,-0.508644986703036,-0.1843949723755427,False,0.3146467235950235,-0.03581802056690979,-0.3846318405075126,-0.3909910698679282,0,1,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.7463594228007221,0.9328275626046632,-0.4547333424526802,False,False,False,True,2.697174397271167,False,-0.6238623224269411,False,True,False,-0.7446127974978306,2.0210931121117364,1.3801847113989243,-0.5644505617329613,0.8517437332074534,-0.508644986703036,1.0841132803642777,False,0.2948670641262561,0.8154182470551701,0.26342548975772456,-0.3909910698679282,1,0,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.2594108076875582,-0.7407809820998235,-1.5667979860675052,True,False,False,True,0.3357514133502153,False,-0.6238623224269411,False,False,True,-0.7446127974978306,-0.6757655943220152,0.5155406469873022,-0.5644505617329613,0.8517437332074534,1.2812126120600444,1.0841132803642777,False,-0.98582433256999,-0.39940423674489467,0.3626582229310181,-0.3909910698679282,0,0,1,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.7144864225387695,1.5952976115501891,-0.4547333424526802,False,False,False,True,0.3357514133502153,False,-0.6238623224269411,False,True,False,0.5793289321969574,2.393737595277089,-0.05925217900746908,0.9374740098835307,-0.847418592741401,-0.508644986703036,-0.1843949723755427,False,-0.8162843942662689,-0.8154623520575918,-0.2683361626550623,-0.3909910698679282,1,0,1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
-0.22753780742560567,-0.9848488948692278,-1.5667979860675052,False,False,False,False,-0.8449600786102605,True,0.9923613108034762,False,False,True,-0.7446127974978306,-0.6757655943220152,-0.8158839249626236,-0.5644505617329613,-0.847418592741401,-2.2985025854661165,-0.1843949723755427,False,-1.2634044276358862,-0.7609536979831527,-0.38844591049461835,-0.3909910698679282,0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-0.22753780742560567,-0.70591413741848,-1.5667979860675052,False,False,False,False,-0.8449600786102605,False,-0.6238623224269411,False,False,True,1.94505491285815,0.4642546862431132,-0.8158839249626236,0.9374740098835307,0.8517437332074534,1.2812126120600444,1.0841132803642777,False,-1.2378072212645401,-0.7491914382062302,-0.4291293236904123,-0.3909910698679282,0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.2594108076875582,-0.39211253528638873,-0.4547333424526802,True,False,False,True,1.516462905310691,False,-0.6238623224269411,False,False,False,-0.7446127974978306,0.6653014818718369,1.1434304376105056,-0.5644505617329613,0.8517437332074534,-0.508644986703036,-0.1843949723755427,False,-0.12216794097574023,0.12974469659613458,-0.251540872010088,1.556689481057953,0,0,1,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.2333080379138859,-0.3572456906050453,0.6573313011621448,False,False,False,False,-0.8449600786102605,False,-0.6238623224269411,True,False,False,1.5202483613663687,1.9004650347345022,-0.8158839249626236,0.9374740098835307,-0.847418592741401,1.2812126120600444,-0.1843949723755427,False,0.5456864434402905,1.476090630629059,-0.6307397249386477,-0.3909910698679282,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
